concept,namespace,period_type,balance,statement
IncreaseDecreaseInDeferredTaxLiabilityAsset,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInDividendsPayableThroughChangeInFairValueOfNoncashAssetsHeldForDistributionToOwners,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInExistingLiabilitiesContingentLiabilitiesRecognisedInBusinessCombination,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInExistingProvisionsOtherProvisions,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInFairValueMeasurementAssets,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInFairValueMeasurementDueToChangeInOneOrMoreUnobservableInputsToReflectReasonablyPossibleAlternativeAssumptionsAssets,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInFairValueMeasurementDueToChangeInOneOrMoreUnobservableInputsToReflectReasonablyPossibleAlternativeAssumptionsEntitysOwnEquityInstruments,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInFairValueMeasurementDueToChangeInOneOrMoreUnobservableInputsToReflectReasonablyPossibleAlternativeAssumptionsLiabilities,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInFairValueMeasurementEntitysOwnEquityInstruments,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInFairValueMeasurementLiabilities,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInInsuranceLiabilitiesNetOfReinsurance,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInIntangibleAssetsAndGoodwill,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInLiabilitiesUnderInsuranceContractsAndReinsuranceContractsIssued,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInNetAssetsAvailableForBenefits,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInNetDefinedBenefitLiabilityAsset,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInNumberOfOrdinarySharesIssued,ifrs,duration,,P&L / Cash Flow
IncreaseDecreaseInNumberOfSharesOutstanding,ifrs,duration,,P&L / Cash Flow
IncreaseDecreaseInProvisionForUnearnedPremium,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInReinsuranceAssets,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInWorkingCapital,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughAcquisitionOfSubsidiary,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughAdjustmentsArisingFromPassageOfTimeAllowanceAccountForCreditLossesOfFinancialAssets,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughAdjustmentsArisingFromPassageOfTimeLiabilitiesUnderInsuranceContractsAndReinsuranceContractsIssued,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughAdjustmentsArisingFromPassageOfTimeReinsuranceAssets,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughAmountsRecognisedInProfitOrLossAggregateDifferenceBetweenFairValueAtInitialRecognitionAndAmountDeterminedUsingValuationTechniqueYetToBeRecognised,ifrs,duration,,P&L / Cash Flow
IncreaseDecreaseThroughAppropriationOfRetainedEarnings,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughBusinessCombinationsAndDisposalsNetDefinedBenefitLiabilityAsset,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughBusinessCombinationsAndDisposalsReimbursementRights,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughBusinessCombinationsDeferredTaxLiabilityAsset,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughChangeInDiscountRateContingentLiabilitiesRecognisedInBusinessCombination,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughChangeInDiscountRateOtherProvisions,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughChangeInEquityOfSubsidiaries,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughChangesInForeignExchangeRatesNetDefinedBenefitLiabilityAsset,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControl,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControlEquityAttributableToOwnersOfParent,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughConversionOfConvertibleInstruments,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughDisposalOfSubsidiary,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughExerciseOfOptions,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughExerciseOfWarrantsEquity,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughLossOfControlOfSubsidiaryDeferredTaxLiabilityAsset,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesAllowanceAccountForCreditLossesOfFinancialAssets,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesBiologicalAssets,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesDeferredAcquisitionCostsArisingFromInsuranceContracts,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesDeferredTaxLiabilityAsset,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesGoodwill,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesIntangibleAssetsAndGoodwill,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesIntangibleAssetsOtherThanGoodwill,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesInvestmentProperty,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesLiabilitiesUnderInsuranceContractsAndReinsuranceContractsIssued,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesOtherProvisions,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesReimbursementRightsAtFairValue,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughNetExchangeDifferencesReinsuranceAssets,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughNewTransactionsAggregateDifferenceBetweenFairValueAtInitialRecognitionAndAmountDeterminedUsingValuationTechniqueYetToBeRecognised,ifrs,duration,,P&L / Cash Flow
IncreaseDecreaseThroughOtherChangesAllowanceAccountForCreditLossesOfFinancialAssets,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughOtherChangesDeferredAcquisitionCostsArisingFromInsuranceContracts,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughOtherChangesIntangibleAssetsAndGoodwill,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughOtherChangesIntangibleAssetsOtherThanGoodwill,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughOtherChangesInvestmentProperty,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughOtherChangesLiabilitiesUnderInsuranceContractsAndReinsuranceContractsIssued,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughOtherChangesNetDefinedBenefitLiabilityAsset,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughOtherChangesPropertyPlantAndEquipment,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughOtherChangesReinsuranceAssets,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughOtherContributionsByOwners,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughOtherDistributionsToOwners,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughShadowAccountingDeferredAcquisitionCostsArisingFromInsuranceContracts,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughSharebasedPaymentTransactions,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughTimeValueOfMoneyAdjustmentOtherProvisions,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughTransactionsWithOwners,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughTransferBetweenRevaluationReserveAndRetainedEarnings,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughTransferToStatutoryReserve,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersAndOtherChangesBiologicalAssets,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersAndOtherChangesEquity,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersAndOtherChangesGoodwill,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersAndOtherChangesIntangibleAssetsAndGoodwill,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersAndOtherChangesIntangibleAssetsOtherThanGoodwill,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersAndOtherChangesOtherProvisions,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersAndOtherChangesPropertyPlantAndEquipment,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersFromConstructionInProgressPropertyPlantAndEquipment,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersFromToInvestmentPropertyPropertyPlantAndEquipment,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersIntangibleAssetsAndGoodwill,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersIntangibleAssetsOtherThanGoodwill,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersLiabilitiesUnderInsuranceContractsAndReinsuranceContractsIssued,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseThroughTransfersPropertyPlantAndEquipment,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseThroughTreasuryShareTransactions,ifrs,duration,credit,P&L / Cash Flow
IncreaseInFairValueMeasurementDueToChangeInOneOrMoreUnobservableInputsToReflectReasonablyPossibleAlternativeAssumptionsAssets,ifrs,duration,debit,P&L / Cash Flow
IncreaseInFairValueMeasurementDueToChangeInOneOrMoreUnobservableInputsToReflectReasonablyPossibleAlternativeAssumptionsEntitysOwnEquityInstruments,ifrs,duration,credit,P&L / Cash Flow
IncreaseInFairValueMeasurementDueToChangeInOneOrMoreUnobservableInputsToReflectReasonablyPossibleAlternativeAssumptionsLiabilities,ifrs,duration,credit,P&L / Cash Flow
IncreaseThroughAdjustmentsArisingFromPassageOfTimeContingentLiabilitiesRecognisedInBusinessCombination,ifrs,duration,credit,P&L / Cash Flow
IncrementalFairValueGrantedModifiedSharebasedPaymentArrangements,ifrs,duration,,P&L / Cash Flow
IndicationOfHowFrequentlyHedgingRelationshipsAreDiscontinuedAndRestarted,ifrs,duration,,P&L / Cash Flow
IndicationOfOtherFormsOfGovernmentAssistanceWithDirectBenefitsForEntity,ifrs,duration,,P&L / Cash Flow
IndicationOfUncertaintiesOfAmountOrTimingOfOutflowsContingentLiabilities,ifrs,duration,,P&L / Cash Flow
IndicationOfUncertaintiesOfAmountOrTimingOfOutflowsContingentLiabilitiesInBusinessCombination,ifrs,duration,,P&L / Cash Flow
IndicationOfUncertaintiesOfAmountOrTimingOfOutflowsOtherProvisions,ifrs,duration,,P&L / Cash Flow
InflowsOfCashFromInvestingActivities,ifrs,duration,debit,P&L / Cash Flow
InformationAboutConsequencesOfNoncomplianceWithExternallyImposedCapitalRequirements,ifrs,duration,,P&L / Cash Flow
InformationAboutContingentAssetsThatDisclosureIsNotPracticable,ifrs,duration,,P&L / Cash Flow
InformationAboutContingentLiabilitiesThatDisclosureIsNotPracticable,ifrs,duration,,P&L / Cash Flow
InformationAboutCreditQualityOfNeitherPastDueNorImpairedFinancialAssets,ifrs,duration,,P&L / Cash Flow
InformationAboutExposuresToMarketRiskArisingFromEmbeddedDerivativesContainedInHostInsuranceContract,ifrs,duration,,P&L / Cash Flow
InformationAboutHowDesignatedRiskComponentRelatesToHedgedItemInItsEntiretyExplanatory,ifrs,duration,,P&L / Cash Flow
InformationAboutHowEntityDeterminedRiskComponentDesignatedAsHedgedItemExplanatory,ifrs,duration,,P&L / Cash Flow
InformationAboutHowExpectedCashOutflowOnRedemptionOrRepurchaseWasDetermined,ifrs,duration,,P&L / Cash Flow
InformationAboutHowExpectedVolatilityWasDeterminedShareOptionsGranted,ifrs,duration,,P&L / Cash Flow
InformationAboutHowFairValueWasMeasuredShareOptionsGranted,ifrs,duration,,P&L / Cash Flow
InformationAboutHowFairWasDeterminedIfNotOnBasisOfObservableMarketOtherEquityInstrumentsGranted,ifrs,duration,,P&L / Cash Flow
InformationAboutHowMaximumExposureToLossFromInterestsInStructuredEntitiesIsDetermined,ifrs,duration,,P&L / Cash Flow
InformationAboutHowMaximumExposureToLossIsDetermined,ifrs,duration,,P&L / Cash Flow
InformationAboutMajorCustomers,ifrs,duration,,P&L / Cash Flow
InformationAboutMarketForFinancialInstruments,ifrs,duration,,P&L / Cash Flow
InformationAboutObjectivesPoliciesAndProcessesForManagingEntitysObligationToRepurchaseOrRedeemPuttableFinancialInstruments,ifrs,duration,,P&L / Cash Flow
InformationAboutSignificantJudgementsAndAssumptionsMadeInDeterminingThatEntityIsInvestmentEntity,ifrs,duration,,P&L / Cash Flow
InformationAboutUltimateRiskManagementStrategyInRelationToHedgingRelationshipsThatEntityFrequentlyResets,ifrs,duration,,P&L / Cash Flow
InformationAboutWhetherAndHowEntityIntendsToDisposeOfFinancialInstruments,ifrs,duration,,P&L / Cash Flow
InformationHowFairValueWasMeasuredOtherEquityInstrumentsGranted,ifrs,duration,,P&L / Cash Flow
InformationOnHowIncrementalFairValueGrantedWasMeasuredModifiedSharebasedPaymentArrangements,ifrs,duration,,P&L / Cash Flow
InformationWhetherAndHowExpectedDividendsWereIncorporatedIntoMeasurementOfFairValueOtherEquityInstrumentsGranted,ifrs,duration,,P&L / Cash Flow
InformationWhetherAndHowOtherFeaturesWereIncorporatedIntoMeasurementOfFairValueOtherEquityInstrumentsGranted,ifrs,duration,,P&L / Cash Flow
InformationWhetherAndHowOtherFeaturesWereIncorporatedIntoMeasurementOfFairValueShareOptionsGranted,ifrs,duration,,P&L / Cash Flow
InformationWhetherEntityCompliedWithAnyExternallyImposedCapitalRequirements,ifrs,duration,,P&L / Cash Flow
InformationWhetherRecoverableAmountOfAssetIsFairValueLessCostsToSellOrValueInUse,ifrs,duration,,P&L / Cash Flow
InsuranceExpense,ifrs,duration,debit,P&L / Cash Flow
InsurancesAndGuarantees,mx_ccd,duration,debit,P&L / Cash Flow
InterestCostsCapitalised,ifrs,duration,,P&L / Cash Flow
InterestCostsIncurred,ifrs,duration,,P&L / Cash Flow
InterestExpense,ifrs,duration,debit,P&L / Cash Flow
InterestExpense,mx_ccd,duration,debit,P&L / Cash Flow
InterestExpenseForFinancialLiabilitiesNotAtFairValueThroughProfitOrLoss,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseIncomeNetDefinedBenefitLiabilityAsset,ifrs,duration,credit,P&L / Cash Flow
InterestExpenseOnBankLoansAndOverdrafts,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseOnBonds,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseOnBorrowings,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseOnDebtInstrumentsIssued,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseOnDepositsFromBanks,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseOnDepositsFromCustomers,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseOnFinanceLeases,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseOnFinancialLiabilitiesDesignatedAtFairValueThroughProfitOrLoss,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseOnFinancialLiabilitiesHeldForTrading,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseOnLiabilitiesDueToCentralBanks,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseOnOtherFinancialLiabilities,ifrs,duration,debit,P&L / Cash Flow
InterestExpenseOnRepurchaseAgreementsAndCashCollateralOnSecuritiesLent,ifrs,duration,debit,P&L / Cash Flow
InterestIncome,mx_ccd,duration,credit,P&L / Cash Flow
InterestIncomeExpenseRecognisedForAssetsReclassifiedIntoMeasuredAtAmortisedCost,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeExpenseRecognisedForFinancialAssetsReclassifiedIntoMeasuredAtAmortisedCostFirstApplicationOfIFRS9,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeExpenseRecognisedForFinancialLiabilitiesReclassifiedIntoMeasuredAtAmortisedCostFirstApplicationOfIFRS9,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeForFinancialAssetsMeasuredAtAmortisedCost,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeForFinancialAssetsNotAtFairValueThroughProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnAvailableforsaleFinancialAssets,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnCashAndBankBalancesAtCentralBanks,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnCashAndCashEquivalents,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnDebtInstrumentsHeld,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnFinancialAssetsDesignatedAtFairValueThroughProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnFinancialAssetsHeldForTrading,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnHeldtomaturityInvestments,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnImpairedFinancialAssetsAccrued,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnLoansAndAdvancesToBanks,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnLoansAndAdvancesToCustomers,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnLoansAndReceivables,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnOtherFinancialAssets,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeOnReverseRepurchaseAgreementsAndCashCollateralOnSecuritiesBorrowed,ifrs,duration,credit,P&L / Cash Flow
InterestIncomeReimbursementRights,ifrs,duration,debit,P&L / Cash Flow
InterestPaidClassifiedAsFinancingActivities,ifrs,duration,credit,P&L / Cash Flow
InterestPaidClassifiedAsInvestingActivities,ifrs,duration,credit,P&L / Cash Flow
InterestPaidClassifiedAsOperatingActivities,ifrs,duration,credit,P&L / Cash Flow
InterestRateSignificantUnobservableInputsAssets,ifrs,duration,,P&L / Cash Flow
InterestRateSignificantUnobservableInputsEntitysOwnEquityInstruments,ifrs,duration,,P&L / Cash Flow
InterestRateSignificantUnobservableInputsLiabilities,ifrs,duration,,P&L / Cash Flow
InterestReceivedClassifiedAsInvestingActivities,ifrs,duration,debit,P&L / Cash Flow
InterestReceivedClassifiedAsOperatingActivities,ifrs,duration,debit,P&L / Cash Flow
InterestRevenueExpense,ifrs,duration,credit,P&L / Cash Flow
InventoryCostFormulas,ifrs,duration,,P&L / Cash Flow
InventoryWritedown2011,ifrs,duration,,P&L / Cash Flow
InvestmentIncome,ifrs,duration,credit,P&L / Cash Flow
InvestmentsInShares,mx_ccd,duration,,P&L / Cash Flow
InvestmentsKeptToMaturity,mx_ccd,duration,,P&L / Cash Flow
IssueAndPlacementOfStockCertificates,mx_ccd,duration,debit,P&L / Cash Flow
IssueCostsNotRecognisedAsExpenseForTransactionRecognisedSeparatelyFromAcquisitionOfAssetsAndAssumptionOfLiabilitiesInBusinessCombination,ifrs,duration,debit,P&L / Cash Flow
IssueOfConvertibleInstruments,ifrs,duration,credit,P&L / Cash Flow
IssueOfEquity,ifrs,duration,credit,P&L / Cash Flow
IssuesFairValueMeasurementAssets,ifrs,duration,debit,P&L / Cash Flow
IssuesFairValueMeasurementEntitysOwnEquityInstruments,ifrs,duration,credit,P&L / Cash Flow
IssuesFairValueMeasurementLiabilities,ifrs,duration,credit,P&L / Cash Flow
KeyManagementPersonnelCompensation,ifrs,duration,debit,P&L / Cash Flow
KeyManagementPersonnelCompensationOtherLongtermBenefits,ifrs,duration,debit,P&L / Cash Flow
KeyManagementPersonnelCompensationPostemploymentBenefits,ifrs,duration,debit,P&L / Cash Flow
KeyManagementPersonnelCompensationSharebasedPayment,ifrs,duration,debit,P&L / Cash Flow
KeyManagementPersonnelCompensationShorttermEmployeeBenefits,ifrs,duration,debit,P&L / Cash Flow
KeyManagementPersonnelCompensationTerminationBenefits,ifrs,duration,debit,P&L / Cash Flow
LeaseAndSubleasePaymentsRecognisedAsExpense,ifrs,duration,debit,P&L / Cash Flow
LeasesAsLesseeRelatedPartyTransactions,ifrs,duration,,P&L / Cash Flow
LeasesAsLessorRelatedPartyTransactions,ifrs,duration,,P&L / Cash Flow
LegalFormOfEntity,ifrs,duration,,P&L / Cash Flow
LengthOfLifeOfLimitedLifeEntity,ifrs,duration,,P&L / Cash Flow
LevelOfRoundingUsedInFinancialStatements,ifrs,duration,,P&L / Cash Flow
LiabilitiesInSubsidiaryOrBusinessesAcquiredOrDisposed2013,ifrs,duration,credit,P&L / Cash Flow
LimitationsThatMayResultInInformationNotFullyReflectingFairValueOfAssetsAndLiabilitiesInvolved,ifrs,duration,,P&L / Cash Flow
LineItemsIncludingAmortisationOfIntangibleAssetsIntangibleAssetsOtherThanGoodwill,ifrs,duration,,P&L / Cash Flow
LineItemsOfRecognisedAssetsAndLiabilitiesRepresentingContinuingInvolvementInDerecognisedFinancialAssets,ifrs,duration,,P&L / Cash Flow
LossOnChangesInFairValueOfFinancialInstruments,mx_ccd,duration,debit,P&L / Cash Flow
